a
https://mail.google.com/mail/u/1/#inbox
https://pypi.org/project/pandas/
https://www.google.com/search?q=pip+install+pandas&oq=pip+install+pandas&aqs=chrome..69i57j0l5.5150j0j4&sourceid=chrome&ie=UTF-8
https://www.google.com/search?q=javascript+objects+accessing+the+names&oq=javascript+objects+accessing+the+names&aqs=chrome..69i57j33.7456j0j7&sourceid=chrome&ie=UTF-8
https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Working_with_Objects
https://mail.google.com/mail/u/1/#inbox/FMfcgxwGBmrdFSLJLBNhRzLTVdmjqrQc
https://stackoverflow.com/questions/29499815/how-to-install-numpy-on-windows-using-pip-install
https://www.google.com/search?q=install+numpy+using+command+prompt&oq=install+numpy+using+command+prompt&aqs=chrome..69i57.9474j0j7&sourceid=chrome&ie=UTF-8
https://www.youtube.com/watch?v=ZZncFax8yNY&t=152s
https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object/getOwnPropertyNames
https://www.amazon.in/FX505DD-Graphics-5-3550H-Windows-FX505DD-AL185T/dp/B07RQM12TR/ref=sr_1_7?keywords=asus+rog&qid=1573910261&sr=8-7
https://www.amazon.in/Lenovo-Legion-Graphics-Windows-81SY00CKIN/dp/B07W6H9YM9/ref=sr_1_1_sspa?keywords=lenovo+legion&qid=1574071062&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExR1JaR0xQSU01SFMyJmVuY3J5cHRlZElkPUEwMjUxNzg2NUhWMEdXSjhVRU9HJmVuY3J5cHRlZEFkSWQ9QTAzOTE0NzgxSkVBOVFRUkEwRUhRJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
